Id	Title	Content	Category
256	"OutKast win at MTV Europe Awards
"	"
US hip-hop duo OutKast have capped a year of award glory with three prizes at the MTV Europe Music Awards in Rome.

They won best group, best video and best song for hit Hey Ya! after getting five nominations. R&B singer Usher won best male and best album for Confessions, while UK rock band Muse were named best alternative act and best British artists. OutKast will add their awards to the four they won at the US MTV Awards in August and three Grammys in February. Not only was Hey Ya! one of the biggest global hits of last year, but OutKast have been widely acclaimed as one of the most exciting and innovative acts in music. Their double CD album Speakerboxxx/The Love Below, which saw Andre 3000 and Big Boi each produce one disc, was hailed as the album of 2003 by many critics.

Andre 3000 thanked fans ""for supporting OutKast throughout the years"". ""We really appreciate it,"" he said. ""I hope you don't get tired of us, but we only do what we do."" Also competing for best group had been the Beastie Boys, the Black Eyed Peas, D12 and Maroon 5. And Anastacia, Britney Spears, Maroon 5 and Ludacris had been on the shortlist for best song.

OutKast did lose out in the contest for best album - which was won by Usher, another award favourite. Usher, who performed a duet with Alicia Keys, also beat off competition from Justin Timberlake, Jay-Z, Nelly and Robbie Williams to take the best male crown. He had four nominations going into the ceremony, with seven artists nominated in three categories.

Eminem's group, D12, were surprise winners in the best hip-hop category, beating the Beastie Boys, Jay-Z, Kanye West and Nelly. Eminem told the crowd: ""D12 finally won an award, thank you very much."" The rapper opened the show with a performance of his songs Like Toy Soldiers and Just Lose It, for which he was joined on stage by a crowd of children. The Black Eyed Peas - who had a global hit with Where is the Love? - picked up the prize for best pop act, beating Anastacia, Avril Lavigne, Robbie Williams and Britney Spears. Spears was named best female, sending a message of thanks on video saying the award ""means so much to me"". Alicia Keys, Anastasia, Avril Lavigne and Beyonce Knowles had featured alongside her in that contest.

Linkin Park singer Chester Bennington described their prize for best rock band as ""quite an honour"" while Muse said their win for best alternative act was ""a real surprise for us"". Muse were also named best UK and Ireland act, ahead of Franz Ferdinand, Natasha Bedingfield, Jamelia and The Streets. Referring to the fact that winners of 11 of the 12 main awards were from the US, Muse singer Matt Bellamy said: ""There needs to be more European bands."" The 11th annual awards were hosted by hip-hop artist Xzibit and watched by 6,000 people at the Tor Di Valle arena, plus millions more on TV around the world. The ceremony featured performances from the Beastie Boys, who entered the stage on bicycles and skateboards, No Doubt singer Gwen Stefani being lowered from a giant clock and Nelly doing a duet with Pharrell Williams. MTV also organised a huge open-air concert featuring Anastacia and The Cure outside the Italian capital's ancient Colosseum, with some estimates putting the attendance there at 200,000. Last year's big winner at the MTV Europe Awards, held in Edinburgh, Scotland, was Justin Timberlake, who walked away with three trophies.
"	entertainment
267	"Oscar host Rock to keep it clean
"	"
Oscar host Chris Rock said he will steer clear of bad language when he fronts the awards on 27 February.

The comedian, who recently got into trouble for poking fun at the ceremony, is renowned for his heavy use of expletives during his stand-up routine. The live ceremony will be broadcast with a transmission delay on US network ABC to ensure swear words are removed. ""I've been on TV and been funny not cursing,"" he said during an interview for CBS network's 60 Minutes show. ""As far as content is concerned, I will talk about the movies. I'm not really worried about it. I'm sure ABC might be more worried about it than me,"" he added.

The 40-year-old comedian caused a furore when he said in an interview with US magazine Entertainment Weekly recently that he hardly ever watched the Oscars and labelled awards ceremonies ""idiotic"". The show's producers defended Rock and confirmed that he would still be presenting the Oscar ceremony, saying his comments were ""humorous digs"". Meanwhile, the Academy has announced that Oscar-nominated actress Natalie Portman will present an award at the ceremony. Portman, who has been nominated for a best supporting actress gong for her role in Mike Nichols' Closer, joins a growing list of stars set to bestow an award at the ceremony including Dustin Hoffman, Drew Barrymore, Renee Zellweger and British-born actress Kate Winslet.
"	entertainment
1663	"UK pledges £1bn to vaccine effort
"	"
UK Chancellor Gordon Brown has offered £960m ($1.8bn) over 15 years to an international scheme aiming to boost vaccination and immunisation schemes.

In a speech, he called for action to reach the 2000 Millennium Declaration goals of halving global poverty and tackling child mortality rates. Mr Brown has just returned from a tour of African nations. The £1bn commitment is part of a five-point plan on debt relief, trade, aid, education and health.

The chancellor was speaking at an event jointly organised by the UK's Department for International Development and the UN Development Programme on Wednesday. Mr Brown welcomed news that the Bill Gates Foundation and Norway are joining up to put an extra £0.53bn ($1bn ) into the Global Alliance for Vaccines and Immunisation (Gavi). Britain, France, Gavi and the Gates Foundation have drawn up proposals to apply the principles of the International Finance Facility (IFF) to the area of immunisation. That could see donors making long-term, legally binding financial commitments which can then be used as collateral for raising extra funds from international capital markets. As well as pledging £960m over 15 years to the immunisation IFF, Britain urged other donors to contribute.

If Gavi could increase its funding for immunisation by an extra £4bn ($7.4bn) over 10 years, then an extra five million lives could have been saved by 2015 and five million thereafter, Mr Brown argued. Campaign groups including Friends of the Earth, the World Development Movement, and War on Want said UK government policy on free trade was a major barrier to fighting poverty. War on Want's John Hilary said: ""Compassionate rhetoric cannot disguise the reality of the government's neo-liberal policies. ""As long as Mr Blair and Mr Brown continue to push free trade and privatisation on developing countries, more and more people will be pushed deeper into poverty, not lifted out of it.""
"	politics
1604	"Visa row mandarin made Sir John
"	"
The top civil servant at the centre of the David Blunkett visa affair has been knighted in the New Year Honours.

Sir John Gieve was Home Office permanent secretary during the saga which ended with Mr Blunkett quitting. He and other civil servants were criticised for failing to recall how the visa for Mr Blunkett's ex-lover's nanny came to be fast-tracked. The outgoing head of the troubled Child Support Agency Doug Smith also earns an honour in the New Year's list. Mr Smith, 57, whose retirement was announced by Work and Pensions Secretary Alan Smith in November, is made a Commander of the Order of Bath.

Both men were giving evidence to a Commons committee on the computer difficulties facing the agency, which left thousands of single parents without any maintenance payments, when the announcement was made. The knighting of Sir John, 54, will be received with astonishment by opposition politicians.

The Liberal Democrats said it ""beggared belief"" he and fellow officials could not remember how Leoncia Casalme's application for indefinite leave to remain went from Mr Blunkett's office to the head of the Immigration and Nationality Department. Meanwhile, the Conservatives accused officials of a ""collective failure"" of memory. But Sir Alan Budd, who led an inquiry into the affair, said he had no reason to believe anyone involved had deliberately withheld information.

Downing Street defended the decision to honour both men, with a spokesperson saying: ""You have to look at their whole career."" Sir John was made permanent secretary in April 2001 following a Civil Service career which dates back to 1974. He has also worked in the Treasury and the Department of Employment. A Department for Work and Pensions spokeswoman said of Mr Smith's honour: ""The award reflects all that he has achieved in a Civil Service career, principally in the Inland Revenue, spanning over 40 years - not just his role as chief executive of the Child Support Agency.

""In his career he has personally led a number of successful major change programmes."" Mr Smith is set to stay on at the CSA until March. Less controversial will be the knighthoods for Derek Wanless and Mike Tomlinson, who undertook major government reviews on health and education respectively. Former NatWest chief executive Mr Wanless, 57, has delivered not one but two major reports on the NHS. Ex-chief inspector of schools Mr Tomlinson, 62, has recommended replacing A-Levels and GCSEs with a new diploma system in a shake-up of the exams system.
"	politics
1803	"Scots smoking ban details set out
"	"
Smoke-free areas will save lives and improve Scotland's health, First Minister Jack McConnell has insisted.

He told the Scottish Parliament on Wednesday that a ""comprehensive ban"" on smoking in public places would be introduced by the spring of 2006. Mr McConnell said the country's health rates were ""lamentable"" not least because of smoking. He said fines of up to £2,500 would be levied on employers and licences would be removed for non-compliance. Earlier, the Scottish Executive considered a range of options but agreed unanimously to introduce an all-out ban on smoking in public places. In a statement to parliament, Mr McConnell said that the licensed trade would be asked to join an expert committee prior to the ban coming into force.

The health arguments far outweighed lingering public disquiet about a complete ban and claims by the licensed trade that jobs would be lost, he told MSPs. He said there would be an international marketing campaign whereby ""tourists can enjoy smoke free environment and the sick man of Europe image becomes a thing of the past"". ""There are still national habits which hold us back - the time has come for this parliament to accelerate improvements in health,"" he declared. ""Health rates are lamentable because of a lack of exercise, drugs abuse, excessive drinking and over-eating. ""They all make us one of the most unhealthy countries in Europe, and too many smoke. ""It is clear that Scotland must not be held back by poor public health - the single biggest contribution devolved government can make is to reduce the toll of preventable death caused by smoking."" The legislation will be introduced as part of the Health Service (Miscellaneous Provisions) Bill, which will be considered by parliament before Christmas. Main points of the plan:


 - A comprehensive ban on smoking in all enclosed public places in Scotland 
 - The legislation will be enforced by environmental health and local licensing officers 
 - Licensees or employers who fail to enforce the law will face fines up to a maximum of £2,500 
 - Licensees who persistently refuse to comply with the law will face the ultimate sanction of losing their liquor licence 
 - A system of issuing fixed penalty notices for those individuals who break the law will be examined 
 - Individuals who persistently break the law will face a maximum fine of £1,000. 
 

Mr McConnell claimed there was evidence that smoking bans had helped smokers to either give up quicker or smoke less. He said there had been falling cigarette sales of 13% in New York and 16% in Ireland. Mr McConnell added that there had been a near nine per cent rise in tax revenues from New York bars and restaurants and, in Ireland, only a one point three per cent volume sales fall, where they were declining before the ban. The afternoon announcement, following a cabinet meeting on Wednesday morning, won broad support from opposition parties.

The Scottish National Party's Holyrood leader, Nicola Sturgeon, welcomed the move but added that the public should be consulted as the clock ticked towards the ban date. She said: ""The time has come for a ban on smoking in public places. ""There is evidence a ban can cut deaths from passive smoking and makes it easier for the 70% of smokers who desperately want to give up the habit. ""But we must also recognise that some people have concerns and reservations - there are people who are yet to be persuaded."" The Scottish Conservative Party leader, David McLetchie, questioned what would be exempted from the ban. He was keen to know if inmates in Scottish prisons would continue to be allowed to smoke. Mr McLetchie asked: ""Would it not be ironic and perhaps entirely typical of the first minister's brave new Scotland that the criminals can be smokers but the smokers will become criminals?"" The Scottish Green Party's health spokeswoman, Eleanor Scott, said she was pleased Scotland would be following the ""success stories of New York and Ireland"". She believed the majority of people in Scotland wanted to go out without having to breathe in harmful tobacco smoke.
"	politics
1765	"Blair blasts Tory spending plans
"	"
Tony Blair has launched an attack on Conservative spending plans, saying they are a ""ludicrous improbability"".

The prime minister has told a Labour Party gathering that the Tory policies would cause economic failure. Tory leader Michael Howard has said his party would cut £35bn in ""wasteful"" spending to allow £4bn in tax cuts. On Saturday, Tory shadow home secretary David Davis said the Tories would fund the cuts by removing ""inefficiencies"" which had ""burgeoned"" under Labour. In his speech, Mr Blair contrasted a reformed Labour party, which had learned to occupy the political centre ground, with a hidebound Tory party, which he said would turn the clock back with spending cuts. Mr Blair said: ""The Conservative tax and spending proposals would put at risk, both Britain's hard-won economic stability - the lowest mortgages, inflation, unemployment, for decades - and the key investment in public services.

""I believe that the Tory plans are as plain a call to return to the past as it's possible to imagine,"" he said. ""It's a recipe for exactly the same boom and bust economics and cuts in public services that were their hallmark in 18 years of Conservative government."" Mr Blair added: ""They, the Conservatives have learned nothing."" By contrast, he said, New Labour had listened to its electorate and changed.

Mr Blair went on to list his government's achievements and to issue a rallying call to the party. ""So now we have a choice, we can defend this record and we can build on it and go on and fulfil the promise or give up and go back. And I say we have to fight."" In response, David Davis said the Tories would make cuts, such as removing regional assemblies, but would bring in more police officers and match Labour's spending on health and education. ""Everybody knows, having lived through this government the last seven years, that they faced lots of stealth tactics, lots of increases in taxes, but no improvement in public services,"" he said. Mr Davis said Labour had been responsible for ""huge waste, huge overspending, not on the frontline at all but on bureaucracy"". ""The public face a choice between more waste and more taxes with this government, less waste and lower taxes with a Tory government,"" he concluded.

Gordon Brown has addressed the conference behind closed doors. The Chancellor said the Conservatives' plans would see some £50bn in spending cuts by 2011, which the Tories deny. Mr Brown also issued call for party unity and warn of the dangers of allowing themselves to be ""distracted or diverted"". According to an advance text released by officials, he told delegates: ""We must all show the strength and unity of purpose to take the long-term decisions necessary to meet them.""

Mr Brown warned that the Tories were planning ""the biggest cuts ever in the history of any election manifesto"". Meanwhile, Tory shadow chancellor Oliver Letwin accused Mr Blair of ""misrepresenting"" the party's proposals and questioned how Labour would fund its own plans. ""He still cannot accept the simple truth, which is that we will spend more on what matters to people - schools, hospitals and police - and that we will offer value for money and lower taxes,"" Mr Letwin said. ""Once again Mr Blair and his Chancellor have failed to answer the question that lies at the heart of this election - which taxes will they put up to fill the £8bn shortfall in their plans?""
"	politics
994	"Tomlinson stays focused on Europe
"	"
Long jumper Chris Tomlinson has cut his schedule to ensure he is fully fit for the European Indoor Championships.

The 23-year-old has a minor injury and has pulled out of international meets in Madrid and Lievin this week as well as warm-weather training in Lanzarote. ""It's nothing serious,"" said his coach Peter Stanley. ""He strained a muscle in his abdomen at the Birmingham meeting but is back in full training."" Sprinter Mark Lewis-Francis will also not compete in Madrid on Thursday. The Birmingham athlete, who clocked a season's best of 6.61 seconds over 60m in Birmingham last week, also prefers to focus his attentions on next month's European Indoor Championships.

Lewis-Francis, who was runner-up to British team-mate Jason Gardener at the Europeans three years ago, will continue his training at home. Meanwhile, Tomlinson is still searching for this first major medal and this season he has shown he could be in the sort of form to grab a spot on the podium in Madrid. The Middlesbrough athlete jumped a season's best of 7.95m at the Birmingham Grand Prix - good enough to push world indoor champion Savante Stringfellow into second.
"	sport
1987	"Court mulls file-sharing future
"	"
Judges at the US Supreme Court have been hearing evidence for and against file-sharing networks.

The court will decide whether producers of file-sharing software can ultimately be held responsible for copyright infringement. They questioned if opening the way for the entertainment industry to sue file-sharers could deter innovation. They also said that file-trading firms had some responsibility for inducing people to piracy.

The lawsuit, brought by 28 of the world's largest entertainment firms, has raged for several years. Legal experts agree that if the Supreme Court finds in favour of the music and movie industry they would be able to sue file-trading firms into bankruptcy. But if the judge rules that Grokster and Morpheus - the file-sharers at the centre of the case - are merely providers of technology that can have legitimate as well as illegitimate uses, then the music and movie industry would be forced to abandon its pursuit of file-sharing providers. Instead, they would have to pursue individuals who use peer-to-peer networks to get their hands on free music and movies. The hi-tech and entertainment industries have been divided on the issue. Intel filed a document with the Supreme Court earlier this month in defence of Grokster and others, despite misgivings about some aspects of the file-sharing community. It summed up the attitude of many tech firms in its submission which states that its products ""are essentially tools, that like any other tools, capable of being used by consumers and businesses for unlawful purposes"".

Asking firms to second-guess the uses that its technologies would be put to, and to build in ways of preventing illegitimate use, would stifle innovation, it said. The Electronic Frontier Foundation, a civil rights watchdog, is also defending StreamCast Networks, the company behind the Morpheus file-sharing software. The case raises a question of critical importance at the border between copyright and innovation, it said. It cites, as do many, the landmark ruling in 1984 which found that Sony should not be held responsible for the fact that its Betamax video recorder could be used for piracy. Defenders remain optimistic that the judges will rule in favour of the peer-to-peer networks, upholding the precedent set by the Sony Betamax case. A small band of supporters were outside the court as the lawyers entered, wearing ""Save Betamax"" t-shirts. ""The Betamax principles stand as the Magna Carta for the technology industry and are responsible for the explosion in innovation that has occurred in the US over the past 20 years,"" said Gary Shapiro, chief executive of the Consumer Electronics Association. Supreme Court Justice Stephen Breyer said that inventions from printing to Apple's iPod could be used to illegally duplicate copyrighted materials but had, on balance, been beneficial to society. He said that while file-trading software can be used to illegally trade movies and music, conceptually the technology had ""some really excellent uses"".

Based on Tuesday's hearing it seems unlikely that the Betamax ruling will be overturned but file-sharing firms might still be held responsible for encouraging or inducing piracy. Grokster's lawyer argued that the company should be judged by its current behaviour rather than what it did when it first set up. But this argument was dismissed as ""ridiculous"" by Justice David Souter. CEA boss Mr Shapiro thinks the case is the most important that the Supreme Court will hear this year. ""It's about preserving America's proud history of technological innovation and protecting the ability of consumers to access and utilise technology,"" he said. The case has already been heard by two lower courts and both found in favour of the peer-to-peer networks. They ruled that despite being used to distribute millions of illegal songs, file-sharing could also be used to cheaply distribute software, government documents and promotional copies of music.
"	tech
471	"German growth goes into reverse
"	"
Germany's economy shrank 0.2% in the last three months of 2004, upsetting hopes of a sustained recovery.

The figures confounded hopes of a 0.2% expansion in the fourth quarter in Europe's biggest economy. The Federal Statistics Office said growth for the whole of 2004 was 1.6%, after a year of contraction in 2003, down from an earlier estimate of 1.7%. It said growth in the third quarter had been zero, putting the economy at a standstill from July onward. Germany has been reliant on exports to get its economy back on track, as unemployment of more than five million and impending cuts to welfare mean German consumers have kept their money to themselves. Major companies including Volkswagen, DaimlerChrysler and Siemens have spent much of 2004 in tough talks with unions about trimming jobs and costs. According to the statistics office, Destatis, rising exports were outweighed in the fourth quarter by the continuing weakness of domestic demand.

But the relentless rise in the value of the euro last year has also hit the competitiveness of German products overseas. The effect has been to depress prospects for the 12-nation eurozone as a whole, as well as Germany. Eurozone interest rates are at 2%, but senior officials at the rate-setting European Central Bank are beginning to talk about the threat of inflation, prompting fears that interest rates may rise. The ECB's mandate is to fight rising prices by boosting interest rates - and that could further threaten Germany's hopes of recovery.
"	business
1112	"Celts savour Grand Slam prospect
"	"
The Six Nations has heralded a new order in northern hemisphere rugby this year and Wales and Ireland rather than traditional big guns France and England face a potential Grand Slam play-off in three weeks' time.

But before that game in Cardiff, Wales must get past Scotland at Murrayfield, while Ireland face the not insignificant task of a home fixture with the mercurial French. No-one knows what mood France will be in at Lansdowne Road on 12 March - sublime, as in the first half against Wales, or ridiculous, like in the same period against England at Twickenham. But how the mighty have fallen. England sat on rugby's summit 15 months ago as world champions and 2003 Grand Slam winners. But they have lost nine of their 14 matches since that heady night in Sydney. And they face the ignominy of what could amount to a Wooden Spoon play-off against Italy in a fortnight.

England are enduring their worst run in the championship since captain Richard Hill was dumped in favour of Mike Harrison after three straight losses in 1987. Coach Andy Robinson, who took over from the successful Sir Clive Woodward in September, has lost a phalanx of World Cup stars. And he is enduring the toughest of teething problems in bedding down his own style with a new team. The same year that England ruled the roost, a woeful Wales lost all five matches in the Six Nations. And they won only two games, against Scotland and Italy, in 2004. Wales' most recent championship title was in 1994, and their last Grand Slam success came in 1978 in the era of Gareth Edwards, Phil Bennett, JPR Williams et al.

But Welsh rugby fans remain on permanent tenterhooks for the blossoming of a new golden age. After several false dawns, coach Mike Ruddock may have come up with the team and philosophy to match expectations. The fresh verve is inspired by skipper Gareth Thomas, now out with a broken thumb, accurate kicking from either fly-half Stephen Jones or centre Gavin Henson, a rampant Martyn Williams leading the way up front, and exciting runners in the guise of Henson and Shane Williams. Ireland coach Eddie O'Sullivan and captain Brian O'Driscoll have got their side buzzing too, and they are close to shedding the ""nearly-men"" tag that has dogged them for the past few years. The men from the Emerald Isle have been Six Nations runners-up for the past two years, to France and England.

But they have not won the title since 1985 and last clinched a Grand Slam in 1948. As for Scotland, they have struggled this decade and the 2004 Wooden Spoon ""winners"" have not been in the top two since they lifted the title in 1999. Italy continue the elusive search for their first Six Nations away win, and can still only account for the scalps of Scotland (twice) and Wales since joining the elite in 2000. Coach John Kirwan is a passionate and dedicated believer in the Azzurri, but is lacking in raw materials. And so to France. Brilliant one minute, inept the next. But the reigning champions could quite easily turn on the style in Dublin and end up winning the title through the back door. Ireland, though, have won three times in their last five meetings. Welsh romantics would probably prefer a glorious victory in the Celtic showdown to crown their Grand Slam. But given that Ireland have beaten Wales in four of their last five meetings, the Welsh legions are likely to be behind Les Bleus on 12 March.
"	sport
561	"EMI shares hit by profit warning
"	"
Shares in music giant EMI have sunk by more than 16% after the firm issued a profit warning following disappointing sales and delays to two album releases.

EMI said music sales for the year to March will fall 8-9% from the year before, with profits set to be 15% lower than analysts had expected. It blamed poor sales since Christmas and delays to the releases of new albums by Coldplay and Gorillaz. By 1200 GMT on Monday, EMI shares were down 16.2% at 235.75 pence.

EMI said two major albums scheduled for release before the end of the financial year in March - one by Coldplay and one by Gorillaz - have now had their release dates put back.

""EMI Music's sales, particularly re-orders, in January have also been lower than anticipated and this is expected to continue through February and March,"" the company added. ""Therefore, for the full year, at constant currency, EMI Music's sales are now expected to be 8% to 9% lower than the prior year."" The company said it expected profits to be about £138m ($259.8m). Alain Levy, chairman and chief executive of EMI Music, described the performance as ""disappointing"", but added that he remained optimistic over future trends in the industry. ""The physical music market is showing signs of stabilisation in many parts of the world and digital music, in all its forms, continues to develop at a rapid pace,"" he said.

Commenting on the delay to the release of the Coldplay and Gorillaz albums, Mr Levy said that ""creating and marketing music is not an exact science and cannot always coincide with our reporting periods"". ""While this rescheduling and recent softness is disappointing, it does not change my views of the improving health of the global recorded music industry,"" he added. Paul Richards, an analyst at Numis Securities, said the market would be focusing on the slump in music sales rather than the timing of the two albums. ""It's unusual to see this much of a downgrade just because of phasing,"" he said.
"	business
1326	"Hamm bows out for US
"	"
Women's football legend Mia Hamm has played her final game.

Hamm, 32, who officially retired after this year's Athens Olympics, took to the field for the last time to help the US claim a 5-0 win over Mexico. Hamm ends her career as the most prolific scorer - male or female - in international football, with 158 goals in 276 games for the US. She was twice Fifa women's player of the year and won the World Cup in 1991 and 1999 and two Olympic golds. On her retirement, Hamm said: ""There are mixed emotions. There are things in your life that you have had to put on the back-burner and you can focus more time and energy on that now. ""I have to see what is out there and not commit to everything at the beginning."" The friendly also saw the end of Julie Foudy and Joy Fawcett's US careers. Hamm will now embark on a new life with husband, Chicago Cubs shortstop Nomar Garciaparra, who was in the stands to watch her final game. He has just agreed a new deal with the Cubs after joining them in July.
"	sport
208	"Applegate's Charity show closes
"	"
US musical Sweet Charity has cancelled its run on Broadway after poor ticket sales for its early shows.

Star Christina Applegate had to pull out of pre-Broadway performances earlier this month with a broken foot. Producer Barry Weissler said he was ""deeply proud"" of the show, but said the decision to close it was ""painful but fiscally responsible"". Applegate, who starred in TV comedy Married With Children, had been hoping to make her Broadway debut in the show. The 33-year-old injured herself while performing in Chicago, and had been hoping to recover in time for its official New York opening on 21 April. She had received mixed reviews for performances in Minneapolis and Chicago. Previews of the $7.5m (£4m) show were due to begin on 4 April. Sweet Charity tells the story of Charity Hope Valentine, a dancer who always falls in love with the wrong man. It was first performed on Broadway in 1966 with Gwen Verdon in the title role, while Shirley MacLaine starred in the 1969 film version.
"	entertainment
2041	"Have hackers recruited your PC?
"	"
More than one million computers on the net have been hijacked to attack websites and pump out spam and viruses.

The huge number was revealed by security researchers who have spent months tracking more than 100 networks of remotely-controlled machines. The largest network of so-called zombie networks spied on by the team was made up of 50,000 hijacked home computers. Data was gathered using machines that looked innocent but which logged everything hackers did to them.

The detailed look at zombie or 'bot nets of hijacked computers was done by the Honeynet Project - a group of security researchers that gather information using networks of computers that act as ""honey pots"" to attract hackers and gather information about how they work. While 'bot nets have been known about for some time, estimates of how widespread they are from security firms have varied widely.

To gather its information the German arm of the Honeynet Project created software tools to log what happened to the machines they put on the web. Getting the machines hijacked was worryingly easy. The longest time a Honeynet machine survived without being found by an automatic attack tool was only a few minutes. The shortest compromise time was only a few seconds. The research found that, once compromised machines tend to report in to chat channels on IRC servers and wait instructions from the malicious hacker behind the tools used to recruit the machine. Many well-known vulnerabilities in the Windows operating system were exploited by 'bot net controllers to find and take over target machines. Especially coveted were home PCs sitting on broadband connections that are never turned off.

The months of surveillance revealed that the different 'bot nets - which involve a few hundred to tens of thousands of machines - are used for a variety of purposes. Many are used as relays for spam, to route unwanted adverts to PC users or as launch platforms for viruses. But the research team found that many are put to very different uses. During the monitoring period, the team saw 'bot nets used to launch 226 distributed denial-of-service attacks on 99 separate targets. These attacks bombard websites with data in an attempt to overwhelm the target. Using a 'bot net of machines spread around different networks and nations makes such attacks hard to defend against. One DDoS attack was used by one firm to knock its competitors offline. Other 'bot nets were used to abuse the Google Adsense program that rewards websites for displaying adverts from the search engine. Some networks were used to abuse or manipulate online polls and games. Criminals also seem to be starting to use 'bot nets for mass identity theft, to host websites that look like those of banks so confidential information can be gathered and to peep into online traffic to steal sensitive data. ""Leveraging the power of several thousand bots, it is viable to take down almost any website or network instantly,"" said the researchers. ""Even in unskilled hands, it should be obvious that 'bot nets are a loaded and powerful weapon.""
"	tech
1057	"Venus stunned by Farina Elia
"	"
Venus Williams suffered a first-round defeat for the first time in four years at the Dubai Championships.

Sylvia Farina Elia, who had lost all nine of her previous meetings with the American fifth seed, won 7-5 7-6 (8-6). Former Wimbledon champion Conchita Martinez and India's Sania Mirza, the oldest and youngest players in the draw, also reached the second round. Martinez, 32, beat Shinobu Asagoe 6-4 6-4 and 18-year-old Mirza beat Jelena Kostanic 6-7 (7-2) 6-4 6-1. Mirza, the first Indian woman to win a WTA Tour title this month on home ground at Hyderabad, will now face US Open champion Svetlana Kuznetsova.

But she is remaining confident. ""She (Kuznetsova) is a great player,"" she said. ""But everyone is beatable and I am looking forward to a great match."" Williams though blamed her defeat by Farina Elia on injuries. ""Blisters were a factor, but mostly my stomach wasn't that great,"" she said. ""I did it in the last tournament in the semi-finals, and I was serving at 40% in the final. ""The first time I served again was Sunday and there wasn't a lot I could do out there. When your serve isn't good it throws the rest of your game off too."" She will wait to see how she recovers before deciding whether to take part in the Nasdaq-100 Open in Miami, starting on 21 March.
"	sport
859	"Ebbers 'aware' of WorldCom fraud
"	"
Former WorldCom boss Bernie Ebbers was directly involved in the $11bn financial fraud at the firm, his closest associate has told a US court.

Giving evidence in the criminal trial of Mr Ebbers, ex-finance chief Scott Sullivan implicated his colleague in the accounting scandal at the firm. Mr Sullivan, WorldCom's former number two, is the government's chief witness in its case against Mr Ebbers. Mr Ebbers has denied multiple charges of conspiracy and fraud.

Senior WorldCom executives are accused of orchestrating a huge fraud at the former telecoms company in which they exaggerated revenues and hid the cost of expenses. The firm was forced into bankruptcy, the largest in US history. Mr Sullivan, 42, pleaded guilty to fraud last year and agreed to assist the government with its case against Mr Ebbers.

Prosecutors have alleged that Mr Ebbers, 63, directed Mr Sullivan to hide the true state of the company's finances by providing false information to the firm's accountants. Mr Ebbers has denied all the charges, saying he was unaware of the fraud. His lawyers claim that their client was unfamiliar with detailed accounting practices and left that side of the business to Mr Sullivan.

However, on Monday Mr Sullivan named Mr Ebbers as one of five executives who participated in the accounting fraud. ""He [Ebbers] has got a hands-on grasp of financial information,"" Mr Sullivan told a New York court. On his first day of questioning, Mr Sullivan admitted to falsifying the company's financial statements.

""We did not disclose these adjustments,"" he said. ""We did not talk about these adjustments and the information was false."" Mr Sullivan said his former boss knew more about accounting matters than many chief financial officers and described him as ""detail-oriented"".

He portrayed Mr Ebbers, a charismatic businessman who built up WorldCom from a small regional operator into one of America's largest telecoms firms, as obsessed with costs. ""He would talk about that there were more coffee filters than coffee bags and that means employees are taking coffee home,"" he said. ""We needed to cut expenses. We needed to cut a lot more than coffee expenses."" Mr Sullivan is at the centre of the government's case against Mr Ebbers. Mr Ebbers could face a sentence of 85 years if convicted of all the charges he is facing.
"	business
1241	"Safin slumps to shock Dubai loss
"	"
Marat Safin suffered a shock loss to unseeded Nicolas Kiefer in round one of the Dubai Tennis Championships.

Playing his first match since winning the Australian Open, Safin showed some good touches but was beaten 7-6 (7-2) 6-4 by the in-form Kiefer. The German got on top in the first-set tie-break, striking a sweet forehand to win the first point against serve. And he maintained the momentum early in the second set, breaking the Russian with the help of an inspired volley. Spain's Feliciano Lopez lined up a second round clash with Andre Agassi by beating Thailand's Paradorn Srichaphan. Lopez, who lost in three sets to Roger Federer in last year's final, won 6-2 3-6 6-3. Former champion Fabrice Santoro of France was beaten 6-3 6-0 by sixth seeded Russian Nikolay Davydenko. There were also wins for two other Russians, Igor Andreev and seventh seed Mikhail Youzhny.
"	sport
522	"Record year for Chilean copper
"	"
Chile's copper industry has registered record earnings of $14.2bn in 2004, the governmental Chilean Copper Commission (Cochilco) has reported.

Strong demand from China's fast-growing economy and high prices have fuelled production, said Cochilco vice president Patricio Cartagena. He added that the boom has allowed the government to collect $950m in taxes. Mr Cartagena said the industry expects to see investment worth $10bn over the next three years.

""With these investments, clearly we are going to continue being the principle actor in the mining of copper. It's a consolidation of the industry with new projects and expansions that will support greater production."" Australia's BHP Billiton - which operates La Escondida, the world's largest open pit copper mine - is planning to invest $1.9bn between now and 2007, while state-owned Codelco will spend about $1bn on various projects. Chile, the biggest copper producer in the world, is now analyzing ways of to keep prices stable at their current high levels, without killing off demand or leading customers to look for substitutes for copper. The copper price reached a 16-year high in October 2004. Production in Chile is expected rise 3.5% in 2005 to 5.5 million tonnes, said Mr Cartagena. Cochilco expects for 2005 a slight reduction on copper prices and forecasts export earnings will fall 10.7%.
"	business
